Team,Player,Allstars,College,Play_Yrs,Games,Year,Pick,Player_ID,Season_ID,Conference,League_ID,Games_Played,Minutes,Points,O_Rebounds,D_Rebounds,Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,FG_Attempted,FG_Made,FT_Attempted,FT_Made,Three_Attempted,Three_Made
ATL,Jorge Gonzalez,False,0,0,0,1988,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Rodney Johns,False,Grand Canyon University,0,0,1988,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAS,Barry Sumpter,False,Austin Peay State University,1,1,1988,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Herman Montenegro,False,Louisiana State University,0,0,1988,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHH,Jeff Moore,False,Auburn University,0,0,1988,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,Nate Johnston,False,University of Tampa,1,21,1988,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB,Ed Davender,False,University of Kentucky,0,0,1988,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,Herbert Crook,False,University of Louisville,0,0,1988,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Derrick Lewis,False,University of Maryland,0,0,1988,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Mike Jones,False,Auburn University,0,0,1988,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,Winston Bennett,False,University of Kentucky,3,136,1988,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Corey Gaines,False,Loyola Marymount University,5,80,1988,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEN,Dwight Boyd,False,University of Memphis,0,0,1988,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTA,Ricky Grace,False,University of Oklahoma,1,3,1988,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Darryl Middleton,False,Baylor University,0,0,1988,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Phil Stinnie,False,Virginia Commonwealth University,0,0,1988,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAL,Jerry Johnson,False,Florida Southern College,0,0,1988,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POR,Craig Neal,False,Georgia Institute of Technology,2,63,1988,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Gerald Paddio,False,"University of Nevada, Las Vegas",3,129,1988,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAS,Archie Marshall,False,University of Kansas,0,0,1988,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAC,Pervis Ellison,False,University of Louisville,11,474,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,Danny Ferry,False,Duke University,13,917,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAS,Sean Elliott,True,University of Arizona,12,742,1989,3,elliose01,1995,West,NBA,1,22,13,0,0,5,2,0,0,0,0,12,5,1,1,0,0
MIA,Glen Rice,True,University of Michigan,15,1000,1989,4,ricegl01,1997,East,NBA,1,16,16,1,0,1,0,0,0,1,0,14,6,0,0,6,4
MIA,Glen Rice,True,University of Michigan,15,1000,1989,4,ricegl01,1996,East,NBA,1,25,26,1,0,1,1,2,0,1,2,24,10,2,2,7,4
MIA,Glen Rice,True,University of Michigan,15,1000,1989,4,ricegl01,1995,East,NBA,1,15,7,0,0,1,2,0,0,0,0,5,1,4,4,0,0
PHI,Glen Rice,True,Georgia Institute of Technology,2,16,2013,35,ricegl01,1997,East,NBA,1,16,16,1,0,1,0,0,0,1,0,14,6,0,0,6,4
PHI,Glen Rice,True,Georgia Institute of Technology,2,16,2013,35,ricegl01,1996,East,NBA,1,25,26,1,0,1,1,2,0,1,2,24,10,2,2,7,4
PHI,Glen Rice,True,Georgia Institute of Technology,2,16,2013,35,ricegl01,1995,East,NBA,1,15,7,0,0,1,2,0,0,0,0,5,1,4,4,0,0
CHH,J.R. Reid,False,University of North Carolina,11,672,1989,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Stacey King,False,University of Oklahoma,8,438,1989,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,George McCloud,False,Florida State University,12,766,1989,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAL,Randy White,False,Louisiana Tech University,5,281,1989,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB,Tom Hammonds,False,Georgia Institute of Technology,12,687,1989,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,Pooh Richardson,False,"University of California, Los Angeles",10,639,1989,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,Nick Anderson,False,University of Illinois at Urbana-Champaign,13,800,1989,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJN,Mookie Blaylock,True,University of Oklahoma,13,889,1989,12,blaylmo01,1993,East,NBA,1,16,5,0,0,1,2,0,0,0,0,5,2,0,0,0,0
BOS,Michael Smith,False,Brigham Young University,3,141,1989,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAC,Michael Smith,False,Providence College,7,449,1994,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSW,Tim Hardaway,True,University of Texas at El Paso,13,867,1989,14,hardati01,1991,West,NBA,1,20,14,0,0,0,7,0,0,0,0,10,5,2,2,0,0
GSW,Tim Hardaway,True,University of Texas at El Paso,13,867,1989,14,hardati01,1990,West,NBA,1,12,5,0,0,3,4,0,0,0,0,7,2,0,0,0,0
GSW,Tim Hardaway,True,University of Texas at El Paso,13,867,1989,14,hardati01,1997,East,NBA,1,17,8,0,1,1,6,0,0,6,0,8,3,0,0,5,2
GSW,Tim Hardaway,True,University of Texas at El Paso,13,867,1989,14,hardati01,1996,East,NBA,1,14,10,0,3,3,2,1,0,2,1,10,4,0,0,6,2
GSW,Tim Hardaway,True,University of Texas at El Paso,13,867,1989,14,hardati01,1992,West,NBA,1,21,16,0,0,6,4,0,0,0,0,9,3,12,9,0,1
NYK,Tim Hardaway,True,University of Michigan,6,348,2013,24,hardati01,1991,West,NBA,1,20,14,0,0,0,7,0,0,0,0,10,5,2,2,0,0
NYK,Tim Hardaway,True,University of Michigan,6,348,2013,24,hardati01,1990,West,NBA,1,12,5,0,0,3,4,0,0,0,0,7,2,0,0,0,0
NYK,Tim Hardaway,True,University of Michigan,6,348,2013,24,hardati01,1997,East,NBA,1,17,8,0,1,1,6,0,0,6,0,8,3,0,0,5,2
NYK,Tim Hardaway,True,University of Michigan,6,348,2013,24,hardati01,1996,East,NBA,1,14,10,0,3,3,2,1,0,2,1,10,4,0,0,6,2
NYK,Tim Hardaway,True,University of Michigan,6,348,2013,24,hardati01,1992,West,NBA,1,21,16,0,0,6,4,0,0,0,0,9,3,12,9,0,1
DEN,Todd Lichti,False,Stanford University,5,237,1989,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Dana Barros,True,Boston College,14,850,1989,16,barroda01,1994,East,NBA,1,11,5,0,0,1,3,0,0,0,0,5,2,0,0,0,0
SEA,Shawn Kemp,True,Trinity Valley Community College,14,1051,1989,17,kempsh01,1997,East,NBA,1,25,12,2,9,11,2,4,0,4,2,10,5,2,2,1,0
SEA,Shawn Kemp,True,Trinity Valley Community College,14,1051,1989,17,kempsh01,1996,West,NBA,1,19,10,1,3,4,1,1,0,1,1,7,4,2,1,1,0
SEA,Shawn Kemp,True,Trinity Valley Community College,14,1051,1989,17,kempsh01,1995,West,NBA,1,22,13,0,0,4,1,0,0,0,0,12,6,2,1,0,0
SEA,Shawn Kemp,True,Trinity Valley Community College,14,1051,1989,17,kempsh01,1994,West,NBA,1,23,13,0,0,2,2,0,0,0,0,6,4,6,5,0,0
SEA,Shawn Kemp,True,Trinity Valley Community College,14,1051,1989,17,kempsh01,1993,West,NBA,1,22,6,0,0,12,4,0,0,0,0,11,3,0,0,0,0
SEA,Shawn Kemp,True,Trinity Valley Community College,14,1051,1989,17,kempsh01,1992,West,NBA,1,9,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
CHI,B.J. Armstrong,True,University of Iowa,11,747,1989,18,armstbj01,1993,East,NBA,1,22,11,0,0,1,4,0,0,0,0,9,5,0,0,0,0
PHI,Kenny Payne,False,University of Louisville,4,144,1989,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Jeff Sanders,False,Georgia Southern University,4,55,1989,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTA,Blue Edwards,False,East Carolina University,10,704,1989,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POR,Byron Irvin,False,University of Missouri,3,87,1989,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Roy Marble,False,University of Iowa,2,29,1989,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Anthony Cook,False,University of Arizona,4,116,1989,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,John Morton,False,Seton Hall University,3,128,1989,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Vlade Divac,True,0,16,1134,1989,26,divacvl01,2000,West,NBA,1,9,8,1,2,3,1,2,0,1,0,6,4,0,0,1,0
DET,Kenny Battle,False,University of Illinois at Urbana-Champaign,4,134,1989,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,Sherman Douglas,False,Syracuse University,12,765,1989,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHH,Dyron Nix,False,University of Tennessee,1,20,1989,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Frank Kornet,False,Vanderbilt University,2,89,1989,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,Jeff Martin,False,Murray State University,2,143,1989,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJN,Stanley Brundy,False,DePaul University,1,16,1989,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,Jay Edwards,False,Indiana University,1,4,1989,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,Gary Leonard,False,University of Missouri,3,31,1989,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAL,Pat Durham,False,Colorado State University,2,64,1989,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POR,Clifford Robinson,True,University of Connecticut,18,1380,1989,36,robincl02,1993,West,NBA,1,18,10,0,0,2,5,0,0,0,0,8,5,0,0,0,0
ORL,Michael Ansley,False,University of Alabama,3,149,1989,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,Doug West,False,Villanova University,12,676,1989,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB,Ed Horton,False,University of Iowa,1,45,1989,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Dino Radja,False,0,4,224,1989,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB,Doug Roth,False,University of Tennessee,1,42,1989,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEN,Michael Cutright,False,McNeese State University,0,0,1989,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,Chucky Brown,False,North Carolina State University,13,694,1989,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Reggie Cross,False,University of Hawaii,0,0,1989,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,Scott Haffner,False,University of Evansville,2,50,1989,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Ricky Blanton,False,Louisiana State University,1,2,1989,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEN,Reggie Turner,False,University of Alabama at Birmingham,0,0,1989,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTA,Junie Lewis,False,University of South Alabama,0,0,1989,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Haywoode Workman,False,Oral Roberts University,8,359,1989,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Brian Quinnett,False,Washington State University,3,138,1989,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Mike Morrison,False,Loyola College in Maryland,1,36,1989,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAL,Jeff Hodge,False,University of South Alabama,0,0,1989,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Toney Mack,False,University of Georgia,0,0,1989,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJN,Derrick Coleman,True,Syracuse University,15,781,1990,1,colemde01,1993,East,NBA,1,18,2,0,0,3,1,0,0,0,0,6,1,0,0,0,0
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,2002,West,NBA,1,15,8,1,0,1,2,0,0,3,3,6,4,0,0,1,0
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,2001,West,NBA,1,22,18,0,1,1,6,3,0,3,1,13,7,0,0,6,4
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,2000,West,NBA,1,18,0,2,2,4,5,2,0,1,2,5,0,0,0,0,0
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,1999,West,NBA,1,20,5,0,4,4,8,2,0,2,1,8,1,3,3,4,0
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,1997,West,NBA,1,24,7,2,1,3,13,2,0,4,0,7,3,0,0,3,1
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,1996,West,NBA,1,20,17,0,1,1,10,2,0,4,2,15,7,2,2,5,1
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,1995,West,NBA,1,28,18,0,0,5,5,0,0,0,0,10,6,6,6,0,0
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,1994,West,NBA,1,23,6,0,0,5,15,0,0,0,0,10,3,0,0,0,0
SEA,Gary Payton,True,Oregon State University,17,1335,1990,2,paytoga01,1993,West,NBA,1,17,6,0,0,6,9,0,0,0,0,4,3,0,0,0,0
DEN,Mahmoud Abdul-Rauf,False,Louisiana State University,9,586,1990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,Dennis Scott,False,Georgia Institute of Technology,10,629,1990,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHH,Kendall Gill,False,University of Illinois at Urbana-Champaign,15,966,1990,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,Felton Spencer,False,University of Louisville,12,640,1990,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAC,Lionel Simmons,False,La Salle University,7,454,1990,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,Bo Kimble,False,Loyola Marymount University,3,105,1990,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Rumeal Robinson,False,University of Michigan,6,336,1990,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSW,Tyrone Hill,True,Xavier University,14,801,1990,11,hillty01,1994,East,NBA,1,6,2,0,0,4,0,0,0,0,0,1,1,0,0,0,0
HOU,Alec Kessler,False,University of Georgia,4,210,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,Loy Vaught,False,University of Michigan,11,689,1990,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAC,Travis Mays,False,University of Texas at Austin,3,115,1990,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,Dave Jamerson,False,Ohio University,3,90,1990,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Terry Mills,False,University of Michigan,11,678,1990,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYK,Jerrod Mustaf,False,University of Maryland,4,179,1990,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAC,Duane Causwell,False,Temple University,11,541,1990,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Dee Brown,False,Jacksonville University,12,608,1990,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTA,Dee Brown,False,University of Illinois at Urbana-Champaign,2,68,2006,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,Gerald Glass,False,University of Mississippi,4,201,1990,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Jayson Williams,True,St. John's University,9,475,1990,21,willija01,1997,East,NBA,1,19,4,3,7,10,1,0,0,0,2,3,2,0,0,0,0
NJN,Tate George,False,University of Connecticut,4,177,1990,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAC,Anthony Bonner,False,Saint Louis University,6,318,1990,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAS,Dwayne Schintzius,False,University of Florida,8,217,1990,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POR,Alaa Abdelnaby,False,Duke University,5,256,1990,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,Lance Blanks,False,University of Texas at Austin,3,142,1990,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAL,Elden Campbell,False,Clemson University,15,1044,1990,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSW,Les Jepsen,False,University of Iowa,2,52,1990,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI,Toni Kukoc,False,0,13,846,1990,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,Carl Herrera,False,University of Houston,8,465,1990,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Negele Knight,False,University of Dayton,6,276,1990,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Brian Oliver,False,Georgia Institute of Technology,4,118,1990,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTA,Walter Palmer,False,Dartmouth College,2,48,1990,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSW,Kevin Pritchard,False,University of Kansas,4,94,1990,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB,Greg Foster,False,University of Texas at El Paso,13,656,1990,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Trevor Wilson,False,"University of California, Los Angeles",4,103,1990,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB,A.J. English,False,Virginia Union University,2,151,1990,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Jud Buechler,False,University of Arizona,12,720,1990,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHH,Steve Scheffler,False,Purdue University,7,174,1990,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAC,Bimbo Coles,False,Virginia Polytechnic Institute and State University,14,852,1990,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Steve Bardo,False,University of Illinois at Urbana-Champaign,3,33,1990,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEN,Marcus Liberty,False,University of Illinois at Urbana-Champaign,4,267,1990,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAS,Tony Massenburg,False,University of Maryland,13,683,1990,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Steve Henson,False,Kansas State University,7,238,1990,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,Antonio Davis,True,University of Texas at El Paso,13,903,1990,45,davisan01,2000,East,NBA,1,20,8,7,2,9,0,1,1,0,0,11,4,0,0,0,0
IND,Kenny Williams,False,Elizabeth City State University,4,260,1990,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,Derek Strong,False,Xavier University,10,456,1990,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Cedric Ceballos,True,"California State University, Fullerton",11,609,1990,48,cebalce01,1994,West,NBA,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAL,Phil Henderson,False,Duke University,0,0,1990,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,Milos Babic,False,Tennessee Technological University,2,21,1990,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,Stefano Rusconi,False,0,1,7,1990,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,Abdul Shamsid-Deen,False,Providence College,0,0,1990,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAS,Sean Higgins,False,University of Michigan,6,220,1990,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJN,Kenny Anderson,True,Georgia Institute of Technology,14,858,1991,2,anderke02,1993,East,NBA,1,16,6,0,0,4,3,0,0,0,0,10,3,0,0,0,0
SAC,Billy Owens,False,Syracuse University,10,600,1991,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEN,Dikembe Mutombo,True,Georgetown University,18,1196,1991,4,mutomdi01,2000,East,NBA,1,28,6,3,19,22,0,2,3,2,5,2,2,2,2,0,0
DEN,Dikembe Mutombo,True,Georgetown University,18,1196,1991,4,mutomdi01,1999,East,NBA,1,16,4,2,6,8,0,0,0,2,0,4,2,0,0,0,0
DEN,Dikembe Mutombo,True,Georgetown University,18,1196,1991,4,mutomdi01,1997,East,NBA,1,19,9,1,6,7,0,0,1,0,3,5,4,2,1,0,0
DEN,Dikembe Mutombo,True,Georgetown University,18,1196,1991,4,mutomdi01,1996,East,NBA,1,15,3,2,6,8,0,0,1,1,0,5,1,2,1,0,0
DEN,Dikembe Mutombo,True,Georgetown University,18,1196,1991,4,mutomdi01,1995,West,NBA,1,11,4,0,0,9,0,0,0,0,0,4,2,0,0,0,0
DEN,Dikembe Mutombo,True,Georgetown University,18,1196,1991,4,mutomdi01,1994,West,NBA,1,20,12,0,0,8,1,0,0,0,0,8,6,0,0,0,0
DEN,Dikembe Mutombo,True,Georgetown University,18,1196,1991,4,mutomdi01,1991,West,NBA,1,10,4,0,0,2,1,0,0,0,0,4,2,0,0,0,0
DEN,Dikembe Mutombo,True,Georgetown University,18,1196,1991,4,mutomdi01,2001,East,NBA,1,21,8,6,4,10,0,0,1,2,0,5,3,2,2,0,0
DAL,Doug Smith,False,University of Missouri,5,296,1991,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,Luc Longley,False,University of New Mexico,10,567,1991,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEN,Mark Macon,False,Temple University,6,251,1991,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Stacey Augmon,False,"University of Nevada, Las Vegas",15,1001,1991,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,Bison Dele,False,University of Arizona,8,413,1991,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,Terrell Brandon,True,University of Oregon,11,724,1991,11,brandte01,1996,East,NBA,1,17,10,1,2,3,8,2,0,0,2,11,4,0,0,4,2
CLE,Terrell Brandon,True,University of Oregon,11,724,1991,11,brandte01,1995,East,NBA,1,20,11,0,0,1,3,0,0,0,0,10,4,2,2,0,0
NYK,Greg Anthony,False,"University of Nevada, Las Vegas",11,757,1991,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,Dale Davis,True,Clemson University,16,1094,1991,13,davisda01,1999,East,NBA,1,14,4,3,5,8,1,0,0,0,0,3,2,0,0,0,0
SEA,Rich King,False,University of Nebraska,4,72,1991,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,Anthony Avent,False,Seton Hall University,6,352,1991,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSW,Chris Gatling,True,Old Dominion University,11,700,1991,16,gatlich01,1996,West,NBA,1,12,2,0,2,2,0,1,0,0,1,8,1,0,0,0,0
GSW,Victor Alexander,False,Iowa State University,5,286,1991,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,Kevin Brooks,False,University of Louisiana at Lafayette,3,126,1991,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB,LaBradford Smith,False,University of Louisville,3,183,1991,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOU,John Turner,False,Phillips University,1,42,1991,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTA,Eric Murdock,False,Providence College,9,508,1991,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,LeRon Ellis,False,Syracuse University,3,91,1991,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,Stanley Roberts,False,Louisiana State University,8,300,1991,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
